,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
281,Hyundai i10 Sportz AT,2013,290000,50000,0,1,1,0,16.95,1197.0,78.9
282,Maruti Swift VXI Deca,2016,520000,20000,0,1,0,0,20.4,1197.0,81.8
283,Hyundai i10 Sportz AT,2011,265000,20000,0,1,1,0,16.95,1197.0,78.9
284,Maruti Swift VXI,2012,330000,50000,0,1,0,1,18.6,1197.0,85.8
285,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,1,1,0,0,15.96,2523.0,62.1
286,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,0,1,0,0,17.1,1591.0,121.3
287,Hyundai i20 Active 1.2,2015,525000,50000,0,1,0,0,17.19,1197.0,81.86
288,Maruti Baleno Zeta,2019,675000,16500,0,1,0,0,21.01,1197.0,81.8
289,Hyundai i20 1.2 Asta,2010,300000,70000,0,1,0,0,17.0,1197.0,80.0
290,Maruti Alto LXI,2005,90000,99361,0,1,0,1,19.7,796.0,46.3
291,Maruti Swift Dzire VDI,2017,650000,25000,1,1,0,0,26.59,1248.0,74.0
292,Maruti Swift Dzire VXI,2014,409000,70000,0,1,0,1,19.1,1197.0,85.8
293,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,1,1,0,1,24.0,1120.0,70.0
294,Maruti Swift Dzire VXI,2014,400000,70000,0,1,0,1,19.1,1197.0,85.8
295,Chevrolet Beat LS,2012,120000,60000,0,1,0,2,18.6,1199.0,79.4
296,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,0,1,1,0,20.3,1199.0,84.0
297,Maruti 800 Std,2006,81000,80000,0,1,0,0,16.1,796.0,37.0
298,Honda City i-DTEC VX,2017,1300000,30000,1,1,0,0,25.6,1498.0,97.9
299,Honda City i-DTEC VX,2017,1250000,33000,1,1,0,0,25.6,1498.0,97.9
300,Maruti Ertiga VXI,2013,535000,90000,0,1,0,2,16.02,1373.0,93.7
301,Nissan Terrano XV Premium 110 PS,2014,555000,80100,1,1,0,1,19.01,1461.0,108.5
302,Honda City i VTEC VX,2014,725000,120000,0,1,0,0,17.4,1497.0,117.3
303,Renault KWID RXL,2016,229999,40000,0,1,0,0,25.17,799.0,53.3
304,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,1,1,0,1,12.99,2494.0,100.6
305,Maruti Wagon R VXI BS IV,2017,409999,47000,0,1,0,0,20.51,998.0,67.04
306,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,1,1,0,0,21.38,1396.0,88.7
307,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,0,1,0,0,23.84,1199.0,84.0
308,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,1,1,0,0,24.0,1186.0,73.97
309,Maruti Baleno Zeta Automatic,2016,650000,50000,0,1,1,0,21.4,1197.0,83.1
310,Maruti Swift ZXI ABS,2011,325000,58000,0,1,0,2,16.1,1298.0,88.2
311,Maruti Swift Dzire VXi AT,2012,420000,120000,0,1,1,0,17.4,1197.0,85.8
312,Maruti Swift LXI Option,2014,400000,50000,0,1,0,0,20.4,1197.0,81.8
313,Hyundai i20 1.2 Asta,2010,254999,80000,0,1,0,3,17.0,1197.0,80.0
314,Maruti Zen LXI,2003,65000,60000,0,1,0,3,17.3,993.0,60.0
315,Maruti Celerio LXI,2017,351000,36000,0,1,0,0,23.1,998.0,67.04
316,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,1,1,0,2,12.8,2494.0,102.0
317,Maruti Ritz LDi,2011,185000,185000,1,1,0,2,21.1,1248.0,73.9
318,Nissan Micra Diesel XV,2011,250000,50000,1,1,0,0,23.08,1461.0,63.1
319,Maruti Zen LXI,2002,60000,100000,0,1,0,3,17.3,993.0,60.0
320,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,0,1,0,1,17.1,1591.0,121.3
321,Maruti Zen Estilo LXI BSIII,2007,85000,80000,0,1,0,1,18.2,998.0,67.1
322,Maruti Alto LX,2005,85000,80000,0,1,0,3,19.7,796.0,46.3
323,Maruti Swift Dzire ZDi,2011,265000,90000,1,1,0,3,19.3,1248.0,73.9
324,Maruti A-Star Vxi,2010,130000,162000,0,1,0,1,19.0,998.0,66.1
325,Maruti Ertiga VDI,2013,480000,110000,1,1,0,2,20.77,1248.0,88.76
326,Maruti Swift Ldi BSIII,2008,170000,120000,1,1,0,2,17.8,1248.0,75.0
327,Nissan Micra Diesel XV,2011,275000,45000,1,1,0,0,23.08,1461.0,63.1
328,Maruti Wagon R LXI,2005,89000,90000,0,1,0,1,18.9,998.0,67.1
329,Ford Figo Diesel Titanium,2010,170000,90000,1,1,0,1,20.0,1399.0,68.0
330,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,0,0,0,0,17.0,1197.0,110.0
331,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,1,1,1,0,17.01,1582.0,126.2
332,Maruti Swift VXI BSIV,2018,610000,52000,0,0,0,0,22.0,1197.0,81.8
333,Datsun GO T Option BSIV,2016,335000,40000,0,0,0,0,20.63,1198.0,67.0
334,Hyundai Grand i10 Asta,2015,434999,40000,0,0,0,0,18.9,1197.0,82.0
335,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,1,1,0,0,14.24,2755.0,174.5
336,Renault KWID RXL,2018,390000,13000,0,0,0,0,20.71,799.0,53.26
337,Honda Brio 1.2 VX MT,2012,325000,40000,0,0,0,0,18.5,1198.0,86.8
338,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,0,0,0,0,17.0,1198.0,73.75
339,Nissan Sunny XV Special Edition,2012,450000,9000,0,0,0,0,16.95,1498.0,97.7
340,Toyota Etios Liva GD SP,2013,400000,70000,1,0,0,1,23.59,1364.0,67.06
341,Hyundai i10 Sportz,2009,215000,60000,0,0,0,0,20.36,1197.0,78.9
342,Renault Duster 85PS Diesel RxL,2014,570000,40000,1,0,0,0,20.45,1461.0,83.8
343,Mahindra XUV500 W8 2WD,2012,680000,93000,1,0,0,0,15.1,2179.0,140.0
344,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,1,1,0,3,12.8,2494.0,102.0
345,Tata Indigo CS eGLX BS IV,2011,150000,50000,0,1,0,1,15.64,1193.0,64.08
346,Hyundai Elantra SX AT,2013,690000,68000,0,0,1,0,14.5,1797.0,147.5
347,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,1,1,1,0,14.84,2143.0,170.0
348,Tata Nano STD,2012,64000,18000,0,0,0,0,25.4,624.0,37.5
349,Nissan Micra Diesel XL,2013,250000,120000,1,1,0,0,23.08,1461.0,63.1
350,Maruti Wagon R LXI,2005,65000,35000,0,1,0,0,18.9,998.0,67.1
351,Maruti Swift Dzire VDI,2016,550000,60000,1,1,0,1,26.59,1248.0,74.0
352,Hyundai i10 Magna,2010,140000,70000,0,1,0,3,20.36,1197.0,78.9
353,Renault KWID RXT,2016,300000,30000,0,1,0,0,25.17,799.0,53.3
354,Volkswagen GTI 1.8 TSI,2016,800000,70000,0,1,1,0,16.34,1798.0,189.3
355,Tata Safari Storme EX,2015,503000,110000,1,1,0,0,14.1,2179.0,147.94
356,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,1,1,1,0,18.0,1969.0,190.0
357,Toyota Camry 2.5 Hybrid,2016,2000000,68089,0,2,1,0,19.16,2494.0,157.7
358,Maruti Wagon R LXI,2013,225000,58343,0,2,0,0,21.79,998.0,67.05
359,Maruti Baleno Alpha 1.3,2018,740000,38817,1,0,0,0,27.39,1248.0,74.0
360,Honda Jazz VX,2016,550000,56494,0,2,0,0,18.2,1199.0,88.7
361,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,1,2,0,1,12.99,2494.0,100.6
362,Maruti Swift AMT VVT VXI,2019,650000,5621,0,2,1,0,22.0,1197.0,81.8
363,Toyota Etios VX,2017,625000,25538,0,2,0,0,16.78,1496.0,88.73
364,Maruti Swift AMT ZXI,2018,600000,69779,0,0,1,0,22.0,1197.0,81.8
365,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,1,0,0,0,24.0,1186.0,73.97
366,BMW X4 M Sport X xDrive20d,2019,5400000,7500,1,0,1,0,16.78,1995.0,190.0
367,BMW X4 M Sport X xDrive20d,2019,5500000,8500,1,0,1,0,16.78,1995.0,190.0
368,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,0,2,1,0,19.0,1199.0,88.76
369,Volvo V40 D3 R-Design,2018,2475000,2000,1,0,1,0,16.8,1984.0,150.0
370,Hyundai i10 Magna,2010,150000,106000,0,1,0,2,20.36,1197.0,78.9
371,Honda CR-V 2.4L 4WD AT,2009,500000,120000,0,1,1,1,11.1,2354.0,158.8
372,Maruti Swift Dzire VDI,2015,480000,90000,1,1,0,0,26.59,1248.0,74.0
373,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,1,1,0,2,22.32,1582.0,126.32
374,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,1,1,0,2,12.8,2494.0,102.0
375,Maruti SX4 Celebration Diesel,2012,300000,100000,1,1,0,1,21.5,1248.0,88.8
376,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,0,1,0,1,13.9,1599.0,103.2
377,Hyundai Verna CRDi SX,2009,340000,214000,1,1,0,1,16.8,1493.0,110.0
378,Maruti Alto 800 VXI,2016,240000,50000,0,1,0,0,22.74,796.0,47.3
379,Honda City i-VTEC CVT V,2018,1085000,1000,0,1,1,0,18.0,1497.0,117.6
380,Maruti Swift Dzire AMT VDI,2017,750000,19000,1,1,1,0,28.4,1248.0,74.02
381,Tata Indigo LS,2012,95000,265000,1,1,0,1,17.0,1405.0,70.0
382,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,2,1,0,0,20.88,1196.0,61.7
383,Maruti Alto K10 VXI,2014,215000,80000,0,1,0,1,23.95,998.0,67.05
384,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,1,1,1,0,16.0,2179.0,140.0
385,Maruti Alto K10 LXI,2010,150000,80000,0,1,0,0,20.92,998.0,67.1
386,Hyundai EON Sportz,2013,219000,50000,0,1,0,1,21.1,814.0,55.2
387,Tata Tiago 1.2 Revotron XE,2018,325000,100000,0,1,0,0,23.84,1199.0,84.0
388,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,0,1,0,1,15.1,1196.0,73.0
389,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,1,1,1,0,23.8,1498.0,78.9
390,Hyundai Creta 1.4 CRDi Base,2017,950000,45000,1,1,0,0,21.38,1396.0,88.7
391,Maruti Alto LXi BSIII,2010,160000,80000,0,1,0,1,19.7,796.0,46.3
392,Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,1,1,0,1,24.4,1120.0,71.01
393,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,1,1,0,1,12.99,2494.0,100.6
394,Toyota Etios Liva Diesel,2013,450000,67000,1,1,0,0,23.59,1364.0,67.1
395,Maruti Swift Dzire ZDI Plus,2017,900000,50000,1,1,0,0,28.4,1248.0,74.02
396,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,1,1,0,1,12.8,2494.0,102.0
397,Nissan Micra Diesel XV,2011,254999,110000,1,1,0,1,23.08,1461.0,63.1
398,Maruti 800 AC BSIII,2009,130000,40000,0,1,0,0,16.1,796.0,37.0
399,Maruti Swift Dzire VDI,2013,530000,120000,1,1,0,1,23.4,1248.0,74.0
400,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,1,1,0,1,20.14,1498.0,88.8
401,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,1,1,0,1,21.0,1461.0,64.1
402,Maruti 800 AC BSIII,2004,81000,80000,0,1,0,1,16.1,796.0,37.0
403,Maruti Swift VDI Optional,2016,600000,47000,1,1,0,0,25.2,1248.0,74.0
404,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,0,1,0,0,19.1,1197.0,81.86
405,Maruti 800 Std,2010,120000,70000,0,1,0,1,16.1,796.0,37.0
406,Maruti Celerio VXI,2014,320000,50000,0,1,0,0,23.1,998.0,67.04
407,Ford Figo Diesel EXI,2015,292000,70000,1,1,0,0,20.0,1399.0,68.05
408,Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,1,1,0,0,13.93,2179.0,138.03
409,Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,0,1,0,0,18.16,1196.0,86.8
410,Maruti Celerio ZXI,2014,385000,25000,0,1,0,0,23.1,998.0,67.04
411,Hyundai Creta 1.6 VTVT S,2016,800000,25000,0,1,0,0,15.29,1591.0,121.3
412,Maruti Swift Dzire VXI 1.2,2019,675000,10000,0,1,0,0,21.21,1197.0,81.8
413,Tata Hexa XT,2018,1525000,50000,1,1,0,0,17.6,2179.0,153.86
414,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,1,1,0,0,23.0,1498.0,98.96
415,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,1,1,0,1,21.19,1396.0,88.73
416,Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,1,1,0,0,22.54,1396.0,88.73
417,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,1,1,0,0,15.96,2523.0,62.1
418,Nissan Terrano XL Plus 85 PS,2015,580000,90000,1,1,0,0,20.45,1461.0,83.8
419,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,0,1,0,1,20.4,1197.0,83.11
420,Datsun RediGO 1.0 S,2020,350000,2136,0,1,0,0,22.5,999.0,67.0
421,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,1,1,0,0,12.99,2494.0,100.0
422,Hyundai i20 Magna 1.2,2015,600000,35000,0,1,0,0,18.6,1197.0,81.83
423,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,1,1,0,0,12.99,2494.0,100.6
424,Maruti Baleno Alpha 1.3,2017,735000,70000,1,1,0,0,27.39,1248.0,74.0
425,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,1,0,0,0,19.6,1461.0,108.45
426,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,1,1,0,1,18.2,1248.0,73.74
427,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,1,1,0,0,23.65,1248.0,88.5
428,Toyota Fortuner 4x2 AT,2015,2000000,60000,1,1,1,0,12.55,2982.0,168.5
429,Maruti Swift Dzire VDI,2016,600000,147000,1,1,0,1,26.59,1248.0,74.0
430,Toyota Fortuner 4x2 AT,2015,1900000,130000,1,1,1,0,12.55,2982.0,168.5
431,Chevrolet Captiva LT,2011,500000,99500,1,1,0,2,11.5,1991.0,147.9
432,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,1,1,0,1,17.0,1405.0,71.0
433,Nissan Micra Active XL Petrol,2016,370000,35000,0,1,0,0,19.49,1198.0,67.04
434,Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,1,1,0,1,16.2,1493.0,110.0
435,Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,1,1,0,0,25.32,1198.0,77.0
436,Maruti Ertiga VXI,2014,610000,21000,0,1,0,0,16.02,1373.0,93.7
437,Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,1,1,0,1,23.5,1498.0,90.0
438,Tata Indigo CS LX DiCOR,2010,140000,40000,1,1,0,0,16.6,1405.0,70.0
439,Hyundai i10 Magna 1.1L,2008,229999,50000,0,1,0,0,19.81,1086.0,68.05
440,Maruti A-Star Vxi,2010,200000,65000,0,1,0,1,19.0,998.0,66.1
441,Maruti Wagon R VXI BSIII,2011,200000,80000,0,1,0,0,18.9,998.0,67.1
442,Hyundai Verna 1.6 CRDi S,2015,560000,119000,1,1,0,0,23.9,1582.0,126.2
443,Maruti Ertiga SHVS VDI,2016,750000,80000,1,1,0,0,24.52,1248.0,88.5
444,Maruti Swift VDI BSIV,2017,585000,90000,1,1,0,0,25.2,1248.0,74.0
445,Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,0,1,0,0,17.01,1591.0,121.4
446,Maruti Swift VDI BSIV,2014,430000,80000,1,1,0,1,25.2,1248.0,74.0
447,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,1,1,0,0,25.32,1198.0,77.0
448,Kia Seltos HTE D,2019,643000,10000,1,1,0,0,20.8,1493.0,113.4
449,Hyundai Xcent 1.2 VTVT S,2018,500000,60000,0,1,0,0,20.14,1197.0,81.86
450,Honda Brio 1.2 S MT,2016,425000,22000,0,1,0,0,18.5,1198.0,86.8
451,Maruti Alto 800 LXI,2014,250000,25000,0,1,0,0,22.74,796.0,47.3
452,Maruti Celerio LDi,2016,285000,70000,1,1,0,0,27.62,793.0,47.0
453,Maruti Swift Dzire VXi,2008,160000,123000,0,1,0,2,17.5,1298.0,85.8
454,Volkswagen Vento Diesel Trendline,2011,250000,70000,1,1,0,1,20.54,1598.0,103.6
455,Chevrolet Beat LS,2013,170000,70000,0,1,0,1,18.6,1199.0,79.4
456,Toyota Etios Liva GD,2013,409999,45000,1,1,0,0,23.59,1364.0,67.06
457,Hyundai Grand i10 AT Asta,2015,400000,40000,0,1,1,0,18.9,1197.0,82.0
458,Maruti Swift Dzire VDI,2019,700000,30000,1,1,0,0,28.4,1248.0,74.02
459,Honda Civic 1.8 V AT,2007,350000,90000,0,1,1,0,12.9,1799.0,130.0
460,Maruti Ertiga BSIV VXI,2016,660000,34000,0,1,0,1,17.5,1373.0,91.1
461,Maruti Alto 800 VXI,2017,268000,25000,0,1,0,0,24.7,796.0,47.3
462,Maruti Alto 800 VXI,2016,270000,50000,0,1,0,0,22.74,796.0,47.3
463,Chevrolet Beat Diesel LT,2013,300000,50000,1,1,0,0,25.44,936.0,57.6
464,Tata Tiago 1.2 Revotron XZ,2017,450000,90000,0,1,0,0,23.84,1199.0,84.0
465,Chevrolet Beat Diesel LT,2012,220000,70000,1,1,0,1,25.44,936.0,57.6
466,Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,1,1,0,1,13.93,2179.0,138.0
467,Ford Figo Petrol EXI,2012,300000,85000,0,1,0,1,15.6,1196.0,70.0
468,Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,1,1,0,1,17.88,1396.0,52.8
469,Maruti Swift Dzire VDI,2016,561000,30000,1,1,0,0,26.59,1248.0,74.0
470,Maruti Swift Dzire VDI,2018,755000,15000,1,1,0,0,28.4,1248.0,74.02
471,Datsun RediGO S,2017,235000,25000,0,1,0,0,22.7,799.0,53.64
472,Maruti Alto K10 LXI,2011,165000,90000,0,1,0,0,20.92,998.0,67.1
473,Maruti Swift Dzire LDi,2008,190000,80000,1,1,0,1,19.3,1248.0,73.9
474,Tata Indica V2 DLX BSII,2011,110000,50000,1,1,0,0,17.2,1396.0,53.5
475,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,1,1,0,1,13.6,2523.0,63.0
476,Hyundai i20 Asta Option 1.2,2016,540000,38000,0,1,0,0,18.6,1197.0,81.83
477,Hyundai EON Era Plus,2013,180000,60000,0,1,0,0,21.1,814.0,55.2
478,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,0,1,0,0,17.5,1197.0,85.8
479,Maruti Swift Dzire VXI,2014,450000,30000,0,1,0,0,19.1,1197.0,85.8
480,Chevrolet Beat LT,2015,200000,50000,0,1,0,0,18.6,1199.0,76.8
481,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,0,1,0,0,23.84,1199.0,84.0
482,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,0,1,0,0,18.2,1199.0,82.4
483,Maruti Alto LXi BSIII,2009,125000,60000,0,1,0,2,19.7,796.0,46.3
484,Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,1,1,0,0,17.1,1956.0,170.0
485,Honda City i VTEC VX,2015,900000,22000,0,1,0,0,17.4,1497.0,117.3
486,Volkswagen Vento Diesel Highline,2012,450000,90000,1,1,0,0,20.54,1598.0,103.6
487,Maruti Alto K10 2010-2014 VXI,2011,210000,46000,0,1,0,0,20.92,998.0,67.1
488,Hyundai i20 1.2 Asta Option,2018,801000,20000,0,1,0,0,18.6,1197.0,81.83
489,Tata Venture EX 7 Str Captain Seats,2014,317000,15000,1,1,0,0,15.42,1405.0,70.0
490,Maruti Ertiga VXI,2015,600000,40000,0,1,0,1,16.02,1373.0,93.7
491,Hyundai i20 Magna,2014,330000,30000,0,1,0,1,18.5,1197.0,82.85
492,Hyundai EON Magna Plus,2017,320000,15000,0,1,0,1,21.1,814.0,55.2
493,Hyundai Getz GLX,2007,120000,110000,0,1,0,1,15.3,1341.0,83.0
494,Maruti Alto LXi,2009,130000,70000,0,1,0,1,19.7,796.0,46.3
495,Chevrolet Sail 1.2 LS,2015,220000,80000,0,1,0,0,18.2,1199.0,82.4
496,Tata Zest Revotron 1.2T XM,2015,340000,110000,0,1,0,0,17.57,1193.0,88.7
497,Ford Classic 1.4 Duratorq CLXI,2013,200000,70000,1,1,0,1,19.68,1399.0,67.0
498,Maruti Alto LXI,2002,140000,50000,0,1,0,1,19.7,796.0,46.3
499,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,190000,1,1,0,0,12.99,2494.0,100.6
500,Mahindra Bolero SLX,2010,495000,100000,1,1,0,1,13.6,2523.0,63.0
501,Maruti Alto 800 LXI,2015,236000,60000,0,1,0,0,22.74,796.0,47.3
502,Maruti Wagon R VXI BS IV,2015,390000,40000,0,1,0,0,20.51,998.0,67.04
503,Maruti Swift Dzire VDi,2009,275000,90000,1,1,0,1,19.3,1248.0,73.9
504,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,32000,1,0,0,0,24.3,1248.0,88.5
505,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,1,1,1,0,11.36,2755.0,171.5
506,Hyundai Creta 1.6 CRDi SX,2016,850000,58000,1,1,0,0,19.67,1582.0,126.2
507,Maruti Vitara Brezza VDi,2018,750000,5000,1,1,0,0,24.3,1248.0,88.5
508,Hyundai i20 1.2 Spotz,2018,570000,25000,0,1,0,0,18.6,1197.0,81.83
509,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,32000,0,1,0,0,18.9,1197.0,81.86
510,Honda Jazz 1.2 VX i VTEC,2016,484999,30000,0,1,0,0,18.7,1199.0,88.7
511,Honda BR-V i-VTEC S MT,2017,700000,43000,0,0,0,0,15.4,1497.0,117.3
512,Hyundai Verna S,2012,415000,60000,0,0,0,0,17.7,1497.0,113.42
513,Nissan Micra XV CVT,2015,325000,50000,0,1,1,0,19.34,1198.0,76.0
514,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,0,1,0,0,18.16,1196.0,86.8
515,Hyundai EON Sportz,2017,300000,10000,0,1,0,0,21.1,814.0,55.2
516,Datsun RediGO T Option,2018,217000,25000,0,1,0,0,22.7,799.0,53.64
517,Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,0,1,0,0,19.0,1194.0,94.68
518,Hyundai Santro Sportz AMT BSIV,2019,466000,25000,0,1,1,3,20.3,1086.0,68.0
519,Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999,54000,1,0,0,0,23.0,1498.0,98.96
520,Nissan Sunny XL D,2018,670000,35000,1,1,0,0,22.71,1461.0,84.8
521,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,0,1,0,1,18.9,1197.0,81.86
522,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,52000,1,1,0,0,23.65,1248.0,88.5
523,Hyundai i20 1.4 CRDi Asta,2011,220000,120000,1,1,0,1,23.0,1396.0,90.0
524,Jeep Compass 2.0 Limited,2017,1650000,50000,1,1,0,0,17.1,1956.0,170.0
525,Maruti Ertiga ZDI,2013,630000,120000,1,1,0,1,20.77,1248.0,88.8
526,Tata Manza Aura Quadrajet,2010,250000,90000,1,1,0,1,18.8,1248.0,90.0
527,Maruti Wagon R LXI,2004,120000,120000,0,1,0,2,18.9,998.0,67.1
528,Skoda Rapid 1.5 TDI Elegance,2015,300000,101500,1,1,0,1,21.14,1498.0,103.52
529,Hyundai Verna 1.6 CRDi EX AT,2013,525000,75000,1,1,1,0,22.32,1582.0,126.3
530,Mahindra Scorpio 1.99 S10,2016,1100000,100000,1,1,0,0,15.4,1997.0,120.0
531,Renault Duster 110PS Diesel RxZ,2012,480000,55735,1,1,0,1,19.01,1461.0,108.45
532,Mahindra XUV500 W4,2014,605000,80000,1,1,0,1,15.1,2179.0,140.0
533,Maruti Alto 800 LXI Optional,2016,250000,50000,0,1,0,1,24.7,796.0,47.3
534,Ford Figo Diesel Celebration Edition,2013,245000,70000,1,1,0,1,20.0,1399.0,68.1
535,Hyundai i10 Magna 1.2 iTech SE,2012,210000,76000,0,1,0,3,20.36,1197.0,78.9
536,Maruti Swift Dzire VXI 1.2,2020,730000,1500,0,1,0,0,21.21,1197.0,81.8
537,Mahindra Bolero 2011-2019 SLX,2012,500000,76000,1,1,0,0,15.96,2523.0,62.1
538,Maruti Wagon R VXI Optional,2015,400000,40000,0,1,0,0,20.51,998.0,67.04
539,Hyundai EON Magna Plus,2015,280000,60000,0,1,0,1,21.1,814.0,55.2
540,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,1,1,0,2,12.8,2494.0,102.0
541,Mitsubishi Pajero Sport 4X4,2013,950000,181491,1,0,0,0,13.5,2477.0,175.56
542,Chevrolet Beat Diesel LS,2016,375000,53319,1,0,0,0,25.44,936.0,56.3
543,Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,40906,1,0,0,0,21.66,1498.0,108.62
544,Toyota Etios VX,2012,375000,31711,0,0,0,1,17.6,1496.0,88.7
545,Hyundai EON Era Plus,2012,270000,43755,0,0,0,1,21.1,814.0,55.2
546,Renault KWID RXT,2016,300000,66693,0,0,0,0,25.17,799.0,53.3
547,Maruti Zen Estilo VXI BSIV,2010,225000,59549,0,0,0,0,19.0,998.0,67.1
548,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,94385,1,0,0,0,12.99,2494.0,100.6
549,Maruti Zen Estilo LXI BSIII,2010,200000,73730,0,0,0,0,18.2,998.0,67.1
550,Hyundai Verna 1.6 SX,2011,400000,221889,1,0,0,0,22.32,1582.0,126.32
551,Honda Amaze VX i-DTEC,2013,500000,116104,1,0,0,0,25.8,1498.0,98.6
552,Maruti Swift VXI BSIV,2015,500000,150546,0,0,0,0,22.0,1197.0,81.8
553,Toyota Fortuner 2.8 2WD MT,2013,1500000,148120,1,0,0,0,14.24,2755.0,174.5
554,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,20000,0,1,0,1,15.8,1499.0,110.0
555,Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,30000,0,1,1,0,18.9,1197.0,81.86
556,Tata Aria Pride,2011,337000,142000,1,1,0,2,13.7,2179.0,138.1
557,Tata Sumo CX 10 Str BSIV,2011,175000,20000,1,1,0,0,12.2,1948.0,68.0
558,Tata Manza Aura Plus Quadrajet,2009,180000,120000,1,1,0,1,18.8,1248.0,90.0
559,Hyundai i10 Sportz 1.1L,2011,200000,80000,0,1,0,0,19.81,1086.0,68.05
560,Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,1,1,0,0,19.09,1405.0,69.01
561,Renault KWID 1.0 RXT Optional,2016,350000,25000,0,1,0,0,23.01,999.0,67.0
562,Mahindra Bolero SLX,2011,409999,50000,1,1,0,1,13.6,2523.0,63.0
563,Mahindra TUV 300 T8,2017,655000,126000,1,1,0,0,18.49,1493.0,100.0
564,Maruti Swift Dzire LDI,2015,370000,170000,1,1,0,0,26.59,1248.0,74.0
